Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
неудачный,8141,unfortunate,,A,B2,LM,1,неудачным,Ins.Masc.Sing,Любой опыт может оказаться удачным или неудачным. ,Any experiment may turn out to be successful or unsuccessful.,,_,"учёба/работа, внутренний мир",,
неудачный,8142,unfortunate,,A,B2,LM,2,неудачными,Ins.Plur,Первые пять попыток были неудачными. ,The first five attempts were unsuccessful.,,_,"учёба/работа, внутренний мир",,
неудачный,8143,unfortunate,,A,B2,LM,3,неудачной,Gen.Fem.Sing,Оксана расплакалась из-за неудачной шутки брата. ,Oksana burst into tears because of her brother’s unfortunate joke.,,_,"учёба/работа, внутренний мир",,
неудобный,8144,inconvenient,,A,B2,LM,1,неудобно,Adverb,Из аэропорта неудобно добираться до центра города. ,Getting to the city center from the airport is inconvenient.,,_,"внутренний мир, общение",,
неудобный,8145,inconvenient,,A,B2,LM,2,неудобных,Gen.Plur,На пресс-конференции политику задали несколько неудобных вопросов. ,"At the press conference, the politician was asked a few uncomfortable questions.",,_,"внутренний мир, общение",,
неудобный,8146,inconvenient,,A,B2,LM,3,неудобной,Loc.Fem.Sing,Фотограф заставил Лену застыть в неудобной позе. ,The photographer made Lena freeze in an uncomfortable position.,,_,"внутренний мир, общение",,
неудовлетворительный,8147,unsatisfying,,A,B2,LM,1,неудовлетворительную,Acc.Fem.Sing,Лиза не сделала домашнее задание и получила неудовлетворительную оценку. ,Lisa did not do her homework and received a poor grade.,,_,"учёба/работа, внутренний мир",,
неудовлетворительный,8148,unsatisfying,,A,B2,LM,2,неудовлетворительным,Ins.Masc.Sing,Проверка признала неудовлетворительным уровень услуг в гостинице. ,The inspection declared the level of hotel services to be unsatisfactory.,,_,"учёба/работа, внутренний мир",,
неудовлетворительный,8149,unsatisfying,,A,B2,LM,3,неудовлетворительные,Inan.Acc.Plur,Комиссия обнаружила неудовлетворительные результаты строительных работ. ,The commission discovered unsatisfactory outcomes in the construction projects.,,_,"учёба/работа, внутренний мир",,
нечетный,8150,odd,,A,B2,LM,1,нечётным,Dat.Plur,По нечётным дням врач работает во вторую смену. ,On odd-numbered days the doctor works the second shift.,,_,мера,,
нечистый,8151,impure,,A,B2,LM,1,нечистые,Nom.Plur,Страной управляют нечистые на руку политики и бизнесмены.,The country is governed by thieving politicians and businessmen. ,,_,"люди, внутренний мир",,
нечистый,8152,impure,,A,B2,LM,2,нечистый,Nom.Masc.Sing,"Только нечистый на руку работник банка знает, почему часть клиентов не получила свои деньги. ",Only the dishonest bank worker knows why some clients didn't receive their money. ,,_,"люди, внутренний мир",,
нечистый,8153,impure,,A,B2,LM,3,нечистой,Ins.Fem.Sing,"В деревне верили, что старая крестьянка общается с нечистой силой. ",In the village they believed that the old peasant woman was communicating with evil spirits.,,_,"люди, внутренний мир",,
нитка,8154,string,,N.Fem.Inan,B2,LM,1,нитку,Acc.Sing,Бабушка попросила внука продеть нитку в иголку. ,The grandmother asked her grandson to thread a needle.,,_,одежда,,
нитка,8155,string,,N.Fem.Inan,B2,LM,2,ниток,Gen.Plur,Не забудь купить катушку белых ниток.,Don't forget to buy a spool of white thread.,,_,одежда,,
нитка,8156,string,,N.Fem.Inan,B2,LM,3,нитки,Acc.Plur,"Дочка нашла коробку, в которой мама хранила нитки, иголки и пуговицы. ","The daughter found a box in which her mother kept thread, needles, and buttons.",,_,одежда,,
